GROUP,ID,VAT1,TXNDC5,TUBB4B,TOM1,TOLLIP,TMEM30A,TMC6,TCIRG1,SYNGR1,SVIP,STXBP2,STK11IP,SLPI,SLC27A2,SERPINB6,S100P,S100A9,RAB4B,RAB24,QSOX1,PYGB,PYCARD,PTPRN2,PTPN6,PTGES2,PSMC3,PSMB1,PSMA2,PRKCD,PPIE,PKP1,PGRMC1,PGM1,PFKL,PDXK,PDAP1,ORMDL3,NME2,NIT2,NDUFC2,NBEAL2,NAPRT,MVP,MLEC,MIF,METTL7A,MAN2B1,LTF,LRG1,LAMTOR1,LAMP1,JUNB,JUN,IMPDH2,IMPDH1,HSPA1B,HSPA1A,HMOX2,GUSB,GSTP1,GSDMD,GALNS,GAA,FUCA1,FOS,ENPP4,EEF2,DPP7,DNASE1L1,DNAJC5,DGAT1,DDOST,DBNL,CYBA,CXCL8,CTSH,CTSD,CST3,COMMD3,CKAP4,CEP290,CD59,CD14,CAT,CANT1,ATP8B4,ATP6V0C,APRT,APEH,AP2A2,ANPEP,AMPD3,ALDOC,ALDH3B1,AGPAT2,AGA,ACTR1B,ACAA1,ABCA13
A,133,0,0,14,1,0,11,0,0,0,8,0,4,41,5,9,8,1,3,0,1,1,0,1,1,0,2,9,37,3,1,0,8,0,0,1,1,0,4,2,3,3,0,0,4,0,11,2,0,1,3,2,4,10,1,0,2,10,2,4,6,0,1,0,2,16,6,4,0,2,4,0,3,3,0,9,1,2,4,1,0,3,7,0,0,0,6,2,1,2,3,5,6,1,11,0,0,0,7,111
A,134,4,8,55,29,6,19,8,26,1,4,10,2,33,4,0,6,114,3,20,5,4,3,1,34,4,5,20,10,9,3,3,9,2,7,19,1,2,13,11,0,40,0,18,17,0,7,12,3,1,4,9,67,33,11,0,40,25,13,2,7,9,1,4,5,197,14,101,1,4,13,0,3,36,2,588,19,23,34,4,9,6,33,18,6,5,10,19,0,16,8,17,27,1,24,0,2,0,7,73
A,135,1,27,8,0,0,10,0,0,0,11,11,0,16,4,17,1,5,0,0,0,1,0,3,1,0,10,25,22,2,2,0,3,11,2,0,5,0,6,3,0,0,0,5,12,0,12,0,0,0,3,0,2,0,0,0,0,0,3,2,2,0,0,0,2,9,28,5,0,2,0,0,0,0,0,23,5,0,4,0,0,27,0,0,1,0,1,5,0,0,0,0,14,0,5,0,0,0,0,52
A,136,5,4,129,18,14,9,5,27,0,7,13,12,66,16,0,2,7,2,3,8,8,6,11,11,3,5,11,14,14,5,3,3,6,8,30,2,2,9,25,0,37,2,32,27,3,32,8,0,6,11,7,29,18,14,2,110,87,7,3,24,4,17,8,5,18,43,80,3,2,11,0,7,17,8,6,17,51,44,5,5,12,72,2,7,6,4,30,2,14,12,17,27,1,120,2,2,3,21,465
A,137,8,1,53,5,8,3,5,5,0,3,5,0,20,2,10,10,14,1,4,1,9,3,7,10,1,1,1,17,2,5,1,1,7,2,19,4,3,4,4,5,6,0,21,11,5,1,0,0,1,5,3,7,1,9,0,16,8,2,5,18,5,2,0,0,7,5,69,1,3,12,0,6,9,1,14,2,28,11,0,2,3,5,6,1,8,4,3,3,8,18,4,14,3,43,0,0,0,5,46
A,138,0,0,1,0,0,2,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,10,0,3,0,1,0,0,2,0,0,0,1,0,1,4,0,0,0,0,0,0,2,0,0,0,0,4,4,4,0,0,1,0,0,3,2,4,2,4,4,0,0,1,2,0,1,0,5,0,0,0,1,1,1,0,2,0,0,2,1,24
A,139,3,3,55,12,8,9,4,7,0,3,5,0,8,3,12,4,2,4,0,5,14,0,0,9,0,3,14,6,6,0,0,1,9,6,9,2,1,7,5,3,26,3,19,8,0,9,12,0,1,10,11,3,0,16,5,20,3,2,0,21,7,4,2,7,2,5,50,1,0,7,1,0,15,3,7,18,75,23,0,2,1,3,2,16,3,9,31,0,9,4,7,21,0,36,1,2,2,3,46
A,140,7,0,110,18,10,57,0,3,0,30,4,1,74,17,37,12,29,5,0,7,3,8,15,10,3,32,39,26,0,26,7,7,17,11,50,24,25,24,11,5,0,1,75,57,8,60,21,1,8,27,20,9,39,30,0,31,27,12,10,18,10,15,5,9,34,35,173,0,11,27,0,11,18,7,84,5,46,36,22,11,36,36,0,9,5,4,36,1,20,12,1,18,4,61,7,7,1,6,297
A,141,0,10,88,2,1,16,5,12,0,12,4,3,69,37,0,0,0,0,4,17,3,1,0,9,3,15,15,26,0,11,10,18,9,4,15,1,1,5,16,5,2,0,8,34,0,74,14,10,0,1,24,2,0,15,0,0,15,1,5,0,4,7,7,8,2,62,74,0,9,6,0,9,7,9,12,22,28,9,2,4,15,132,0,8,0,51,5,0,3,6,2,24,0,69,2,0,0,34,1213
A,142,6,1,80,0,6,4,1,1,0,15,14,3,99,8,27,21,1,1,0,5,4,2,4,9,0,21,23,35,1,3,0,7,6,4,25,13,11,7,6,4,2,0,24,57,0,18,10,0,0,6,2,17,15,20,2,15,7,3,9,18,0,7,0,1,9,8,132,6,0,20,0,3,9,3,8,26,39,16,8,11,19,10,3,11,8,7,2,0,11,3,2,14,0,41,0,12,0,8,66
A,143,0,0,3,3,0,6,0,0,0,4,0,0,9,3,0,4,7,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,11,0,5,2,0,0,0,4,0,0,0,0,0,6,0,2,0,0,0,0,5,10,7,1,0,0,0,0,0,0,4,22,0,17,1,0,0,0,0,0,1,0,2,5,0,0,0,5,0,0,0,0,0,0,1,18
A,144,4,1,11,0,0,3,0,3,2,1,2,1,17,0,9,8,83,0,6,0,10,2,5,10,2,0,8,16,0,0,2,4,5,1,8,6,1,16,0,0,6,0,7,5,1,7,10,10,0,4,0,17,4,0,2,0,12,0,2,6,0,0,0,1,65,12,52,0,0,16,0,0,2,0,75,0,17,11,3,1,7,2,3,2,0,4,8,0,3,1,0,11,0,20,0,1,0,1,45
A,145,10,14,75,5,12,38,18,41,4,21,18,18,152,17,4,28,23,5,7,30,19,12,11,21,8,4,37,15,25,14,0,10,20,16,42,10,2,32,21,7,114,5,45,76,2,58,23,2,6,11,19,31,12,20,3,57,76,7,16,36,8,10,15,30,53,55,127,9,7,21,1,21,41,13,16,22,173,67,3,11,15,28,2,15,3,13,50,0,30,17,54,51,0,124,5,9,9,36,797
A,146,4,5,100,7,4,14,1,1,0,18,3,5,54,0,69,33,10,0,8,0,10,10,5,11,2,31,23,14,8,3,0,1,8,7,53,5,12,11,19,2,13,5,25,26,0,30,13,0,0,23,7,1,16,5,0,18,15,6,0,90,5,9,4,13,11,64,94,0,4,21,0,11,23,1,5,18,64,43,2,2,51,49,1,10,2,3,28,0,7,10,3,47,0,67,0,0,0,3,179
A,147,2,9,13,7,3,4,8,5,0,6,9,3,35,0,6,2,8,3,0,1,0,2,0,7,11,0,11,3,5,6,1,0,7,0,12,0,1,10,4,1,3,5,5,2,5,4,5,1,1,9,8,9,9,8,0,12,0,13,0,30,1,0,3,2,5,9,57,1,0,7,0,0,1,6,21,0,53,22,0,2,2,9,1,4,4,3,4,1,19,0,2,4,0,25,0,1,0,1,31
A,148,0,4,185,14,12,22,3,28,0,27,22,8,112,15,7,24,4,0,6,11,20,5,21,21,8,14,23,35,5,6,3,7,10,7,23,2,6,24,14,9,39,1,10,42,2,48,7,0,4,17,22,14,12,21,0,33,9,12,4,81,0,13,5,11,14,15,163,5,1,14,2,16,11,12,11,14,25,45,2,4,13,47,3,5,2,4,21,0,19,9,8,12,5,131,1,1,8,15,569
A,149,3,4,4,1,0,0,9,0,0,0,0,0,0,1,2,4,104,1,0,11,0,1,0,7,1,2,4,10,0,0,4,2,0,0,8,0,0,0,1,0,15,0,6,16,0,4,0,11,6,0,0,16,4,0,1,4,0,0,3,5,0,1,0,4,121,3,0,0,0,0,0,4,0,3,467,4,7,2,0,10,11,14,3,0,0,1,4,4,0,0,5,11,0,0,0,0,0,0,44
A,150,27,4,63,6,3,25,2,0,2,34,5,3,49,3,21,45,42,3,6,10,27,0,11,13,10,23,28,45,44,16,2,4,11,14,44,14,6,7,14,10,6,1,27,12,0,26,11,0,2,10,9,19,5,14,0,38,53,4,5,75,0,0,6,16,6,35,180,1,0,18,0,9,24,4,19,16,96,24,0,3,32,8,5,11,3,11,15,8,37,1,19,15,1,85,0,17,9,3,141
A,151,0,0,15,4,0,0,1,0,0,0,2,0,16,0,1,0,11,0,5,0,0,0,5,0,2,2,3,1,0,3,0,1,0,2,11,2,1,1,1,0,0,6,1,10,0,2,1,0,4,0,5,19,0,1,0,6,0,1,3,11,2,0,0,2,21,5,16,0,1,0,0,1,3,2,26,1,11,16,0,3,5,0,0,1,0,2,4,0,5,2,1,3,1,12,0,0,5,0,29
A,152,0,3,19,0,2,1,0,0,2,2,1,0,17,6,11,0,6,0,1,1,1,0,7,0,0,2,17,18,2,6,0,0,4,3,5,2,0,0,6,2,0,0,1,7,0,9,0,3,0,2,4,1,6,1,0,5,0,0,0,0,2,0,0,3,3,4,16,0,0,0,0,0,1,0,9,0,0,5,0,4,17,2,0,4,0,0,0,0,0,1,1,4,0,1,0,0,0,2,121
A,153,0,1,2,2,4,11,0,0,0,11,1,0,20,11,0,5,1,0,0,1,0,0,0,0,2,1,9,0,2,4,1,2,3,0,1,2,0,6,0,1,4,0,0,6,0,4,1,0,0,2,0,0,1,1,0,6,3,0,0,2,0,1,0,0,1,1,12,0,0,4,0,0,0,1,5,1,4,7,0,3,2,5,3,0,0,3,6,0,2,0,0,3,0,5,0,1,0,0,37
A,154,3,5,33,0,0,16,5,0,0,15,7,0,9,0,17,0,0,0,0,0,2,0,0,0,0,0,8,4,3,0,6,0,0,0,0,0,0,0,15,0,0,0,0,4,0,9,0,0,0,4,0,0,0,2,0,0,3,0,2,3,0,4,0,0,0,5,11,0,0,1,0,0,0,0,8,0,8,6,0,0,4,11,0,3,0,0,0,0,9,6,3,0,0,0,0,0,0,0,61
A,155,8,12,78,7,3,18,4,3,1,5,94,4,66,11,30,10,10,6,1,6,5,1,2,5,2,10,12,16,0,6,1,8,4,1,8,4,9,4,11,4,1,0,12,30,0,65,1,5,4,3,9,2,9,11,0,26,6,11,3,15,1,3,0,4,9,13,47,0,3,9,0,8,12,0,3,7,21,12,3,6,15,1,0,4,3,5,16,2,2,4,11,11,3,39,1,0,3,10,98
A,156,0,0,256,20,0,19,38,0,0,53,12,19,62,3,49,2,335,0,20,5,5,19,43,25,7,31,28,69,70,0,0,31,6,18,110,52,1,25,0,6,64,1,96,52,10,48,0,0,1,13,28,61,13,0,0,0,9,5,21,111,36,28,36,17,116,11,573,0,1,79,0,6,2,35,265,0,256,51,0,40,0,32,1,18,9,4,52,62,15,7,9,4,0,211,3,0,14,36,67
A,157,5,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,8,0,0,0,10,0,0,0,1,0,0,21,0,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,27,0,0,0,0,0,33,0,0,20,27,0,0,0,0,0,0,0,3,0,35,0,0,19,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0
A,158,6,4,84,44,7,16,21,76,2,11,30,16,46,9,6,11,143,4,14,51,7,11,10,54,2,3,10,16,27,2,1,13,5,7,15,8,2,4,14,4,115,7,46,30,0,44,16,9,13,16,9,242,47,11,6,128,58,6,8,45,8,20,17,30,342,54,90,6,11,21,5,7,58,19,278,20,199,69,4,11,28,37,7,13,9,9,40,0,30,12,33,36,1,106,9,8,3,31,570
A,159,2,1,7,5,0,2,3,0,0,6,0,0,14,0,0,0,1,0,0,1,9,1,1,0,1,0,1,6,0,0,2,2,0,0,1,1,2,2,0,0,0,0,4,7,0,5,0,0,0,1,2,4,0,0,0,5,3,0,0,3,0,0,5,1,2,4,9,0,0,4,0,1,2,3,4,5,11,3,2,0,4,0,0,2,1,0,0,0,2,3,0,4,0,12,0,1,1,2,23
A,160,0,0,32,1,5,0,0,4,0,0,1,0,26,8,0,0,5,0,0,3,0,4,0,0,0,0,0,15,0,0,0,11,8,10,9,1,0,0,5,0,27,0,0,0,0,8,7,0,0,0,0,13,0,0,0,0,19,9,0,7,3,2,23,0,1,19,33,0,0,0,0,2,2,0,29,0,5,7,0,0,16,0,0,3,0,4,8,0,12,11,22,7,0,25,0,0,1,0,34
A,161,9,2,9,3,0,9,0,0,0,9,3,0,41,5,0,7,3,0,0,0,0,0,0,1,0,1,1,28,0,3,0,2,1,0,8,0,3,7,0,0,0,0,0,17,0,16,0,0,0,0,0,1,1,4,0,0,10,0,5,2,0,2,0,1,5,11,18,0,0,1,0,2,0,1,5,1,5,3,0,4,5,1,0,5,0,0,1,0,0,0,0,4,0,11,0,0,0,5,34
A,162,20,13,232,26,18,15,11,30,4,22,32,21,172,22,28,17,65,0,5,21,45,9,26,39,6,19,23,35,8,21,8,10,19,17,58,15,15,26,18,0,2,9,24,65,15,29,11,25,3,14,15,31,6,47,4,79,87,5,6,84,11,22,17,7,47,30,528,8,8,45,3,13,30,29,61,8,121,43,10,4,30,22,8,11,6,12,37,2,32,28,26,40,1,178,8,0,6,15,519
A,163,30,0,0,0,0,0,0,0,0,38,0,0,0,0,0,32,0,51,0,0,21,0,0,0,0,0,4,56,0,16,0,0,0,0,0,0,20,28,0,0,0,0,1,0,0,6,10,0,2,0,0,22,0,0,0,0,0,0,16,34,0,0,0,0,60,15,11,0,0,56,0,14,0,0,127,14,38,9,0,0,0,0,0,0,0,0,0,0,0,0,8,37,0,0,9,0,0,0,0
A,164,0,10,263,26,64,14,21,0,7,41,45,0,160,22,97,25,50,0,0,1,24,23,6,137,0,64,14,99,0,27,0,23,13,33,107,39,0,45,0,6,3,0,41,52,0,11,55,15,0,8,1,71,13,4,0,23,0,4,12,51,16,17,4,24,0,47,336,1,0,8,0,11,27,20,47,4,37,69,0,40,9,15,0,7,12,45,65,0,16,81,31,68,13,141,0,14,0,23,152
A,165,10,7,33,14,10,8,2,2,1,11,12,8,33,12,15,21,15,0,0,3,9,8,0,26,4,4,21,44,0,20,2,3,2,2,17,5,4,8,4,0,8,0,14,19,4,10,2,3,9,5,4,4,17,23,0,6,11,10,3,15,0,5,0,13,11,15,117,3,0,10,1,9,7,3,10,4,18,18,13,2,22,18,1,5,0,0,9,0,6,8,4,5,2,17,0,1,4,4,57
A,166,0,5,12,3,4,10,0,0,0,2,3,0,18,0,9,12,3,0,2,0,2,0,9,6,0,7,14,3,0,3,0,3,2,2,7,7,12,4,0,5,0,3,5,4,0,7,2,0,1,0,4,2,17,8,0,9,10,0,0,6,1,0,0,1,1,6,56,0,4,3,0,1,9,0,1,4,13,10,0,4,5,2,0,0,0,0,1,6,5,8,8,8,0,18,1,0,1,0,64
A,167,8,5,68,2,7,6,0,0,0,2,17,0,25,3,0,12,31,0,0,0,0,2,0,10,0,39,22,23,1,20,0,5,1,17,7,3,7,6,3,0,0,2,8,9,0,12,4,5,2,12,7,18,0,0,0,10,0,4,0,0,0,9,0,6,5,3,21,0,5,34,0,1,10,0,2,7,11,3,0,1,8,2,0,3,0,3,12,5,22,12,0,20,1,57,0,0,0,1,64
A,168,7,8,19,15,0,12,3,0,0,5,14,7,38,4,0,53,24,3,3,5,2,3,5,15,3,7,33,42,0,8,0,7,11,8,21,1,2,8,3,4,3,0,15,3,0,22,6,5,13,4,7,10,5,13,9,8,10,3,8,15,6,6,1,3,16,6,16,1,0,14,1,3,16,3,24,17,26,26,5,0,15,6,6,3,5,13,5,1,6,3,10,19,0,8,0,4,3,16,50
A,169,1,1,21,0,1,4,1,11,6,3,15,3,10,5,5,5,7,0,0,2,10,8,5,2,2,12,15,0,3,0,0,4,0,10,12,2,1,0,0,0,16,1,22,5,0,2,0,0,0,9,2,16,2,0,0,0,21,4,4,9,0,4,2,0,7,2,52,0,3,7,0,4,1,1,21,0,17,10,2,5,6,3,1,3,1,0,4,0,2,2,2,6,1,20,0,3,0,3,18
A,170,7,15,17,9,6,29,3,7,7,6,2,3,90,1,13,11,74,0,5,6,3,3,5,16,0,2,27,17,12,6,0,4,0,10,21,5,3,6,4,4,0,1,17,15,6,8,11,6,11,13,17,57,3,11,5,14,0,7,6,33,3,2,14,17,20,22,105,0,1,26,0,3,21,14,44,20,119,39,0,4,1,14,0,8,5,2,49,6,23,3,24,29,5,20,8,0,1,8,58
A,171,20,0,102,151,70,184,46,97,7,15,44,15,420,0,0,41,270,4,21,170,10,6,0,45,16,37,11,10,0,10,50,39,6,17,110,49,19,2,11,13,160,2,64,8,7,43,34,17,31,15,53,354,70,9,5,312,71,9,20,3,6,21,19,86,125,65,184,4,13,161,20,19,116,17,177,37,529,449,10,94,62,146,5,7,39,0,253,0,20,28,43,106,4,35,1,0,0,15,855
A,172,0,26,30,20,3,51,5,2,0,0,23,0,56,19,0,2,27,4,3,5,12,1,2,9,0,5,26,64,13,2,7,24,9,0,5,1,0,31,16,3,9,0,5,50,0,43,0,12,0,1,15,15,19,0,0,1,16,1,8,8,0,2,0,17,19,67,80,0,0,6,3,17,14,11,67,37,38,17,3,10,11,33,9,0,9,15,1,0,8,6,9,56,0,23,0,6,0,34,435
A,173,6,1,184,17,21,21,17,59,4,7,15,9,62,16,11,27,10,0,0,23,23,9,2,30,4,9,20,18,4,5,0,2,6,8,35,4,3,12,14,2,1,13,41,26,3,28,17,0,4,9,16,24,14,5,9,88,35,6,9,86,23,16,13,9,36,35,183,18,7,24,1,9,14,6,7,14,113,55,3,4,3,24,4,5,3,13,27,9,13,18,16,63,2,138,10,1,5,30,501
A,174,4,10,46,5,10,17,6,5,1,8,28,4,67,1,2,1,0,1,9,6,0,4,0,22,0,5,18,39,0,0,3,1,0,0,8,0,0,20,4,2,0,0,13,13,0,21,9,0,0,10,0,7,6,7,2,0,30,0,5,15,0,2,5,12,9,21,89,4,0,8,0,16,9,8,8,16,74,26,6,11,5,5,5,6,0,7,31,0,10,14,18,27,0,43,0,0,0,0,131
A,175,5,0,61,23,0,14,28,82,2,16,49,23,32,0,0,28,444,0,22,43,0,0,9,71,11,0,3,0,0,8,3,0,28,68,14,11,0,5,3,0,40,4,31,0,19,16,48,1,1,30,7,163,0,17,0,87,0,0,0,42,25,11,0,3,38,25,312,9,5,23,12,8,75,9,25,21,67,98,12,11,7,20,17,10,30,9,34,0,0,14,2,23,12,54,2,6,0,0,18
A,176,2,22,132,10,7,19,6,3,0,46,11,9,55,15,66,14,25,7,7,3,8,1,10,18,0,36,53,62,7,9,0,10,6,9,31,4,3,16,11,10,4,0,25,53,0,92,6,10,3,13,6,2,5,29,0,19,28,2,5,45,1,16,0,2,18,38,151,1,9,11,0,1,13,2,29,16,21,42,4,3,45,3,0,16,1,24,12,0,6,6,4,17,2,124,1,0,1,6,310
A,177,9,8,208,236,18,43,29,189,3,12,137,13,79,9,2,49,1054,2,63,77,43,38,0,162,0,22,40,28,93,17,5,11,26,19,85,19,0,49,24,5,71,33,72,59,19,23,54,23,190,26,20,963,88,24,31,105,115,28,4,84,43,25,50,8,877,18,373,2,5,61,9,13,160,45,3293,24,349,74,0,50,24,47,237,8,6,26,114,1,29,18,286,112,0,113,0,7,17,25,152
A,178,0,7,33,3,3,3,1,1,0,0,10,4,10,0,7,2,0,1,0,4,3,3,9,2,0,1,6,2,1,2,0,4,2,1,6,1,1,8,4,1,6,0,6,6,0,11,2,0,0,0,0,0,0,9,0,0,3,1,0,6,0,3,0,2,5,7,43,0,2,3,1,2,1,1,0,3,10,13,0,6,4,2,0,4,1,3,8,0,6,2,6,5,0,30,0,0,0,2,83
A,179,4,4,14,3,1,3,0,3,1,6,2,6,26,2,2,9,81,2,3,6,0,1,1,3,1,3,5,9,5,1,7,1,0,1,5,0,2,6,0,3,5,1,12,4,4,13,9,3,1,3,6,18,1,0,0,13,0,1,1,36,1,1,2,3,47,7,44,0,0,6,0,3,5,0,44,6,77,28,0,6,0,4,2,1,2,4,31,0,1,1,7,0,1,18,1,0,1,6,36
A,180,0,20,49,9,13,19,3,14,0,7,9,6,26,1,19,17,37,3,10,10,5,8,8,45,0,1,4,21,0,3,9,4,8,11,19,2,1,10,0,2,59,0,23,11,1,8,12,0,9,11,3,45,2,11,5,7,6,2,3,11,3,0,4,15,52,10,135,1,3,10,0,14,11,9,74,10,44,12,0,7,6,4,7,4,3,13,32,8,13,3,17,10,4,26,2,1,3,8,56
A,181,0,0,84,41,13,37,0,31,0,6,24,17,140,56,116,0,0,0,26,20,0,7,32,9,9,0,79,43,55,0,0,22,6,61,85,0,0,30,80,0,42,0,34,0,0,65,0,0,3,4,51,34,33,17,0,102,0,25,0,94,0,0,14,0,24,8,370,0,0,0,0,11,45,1,66,78,74,84,2,0,36,0,0,22,0,0,65,0,8,0,32,23,0,91,0,0,0,0,451
A,182,0,4,30,1,0,7,21,0,0,5,1,22,1,0,0,3,25,0,0,3,0,0,0,0,0,0,0,22,2,11,23,0,3,1,13,0,2,0,5,15,0,0,4,0,0,56,0,0,13,0,1,1,0,13,2,22,12,35,0,26,27,11,0,0,2,0,17,0,1,1,21,0,16,0,12,0,20,8,0,0,0,15,0,7,0,3,14,0,19,23,0,1,0,15,0,0,0,5,46
A,183,7,216,153,17,12,140,44,70,6,70,125,14,57,36,92,25,6,21,15,19,12,21,15,330,7,71,187,299,24,31,0,14,54,46,27,18,3,160,60,19,23,0,47,108,29,116,10,288,2,66,59,76,409,91,3,98,0,40,12,33,23,17,8,83,272,43,1347,0,4,38,5,50,174,20,92,180,96,30,46,4,215,67,0,45,9,34,77,0,13,51,11,96,42,30,12,20,7,30,236
A,184,3,49,132,4,0,95,6,0,0,18,65,0,43,79,86,3,52,4,15,39,0,0,28,4,2,18,13,0,27,3,0,25,34,0,4,4,14,9,0,0,8,0,23,84,0,135,32,10,17,0,27,54,42,0,0,0,82,20,20,26,0,9,0,42,178,91,67,12,0,17,0,5,5,0,290,19,19,16,0,4,38,121,5,4,29,13,8,0,0,0,9,5,0,97,0,0,0,54,1672
A,185,0,0,0,0,0,1,0,14,0,5,0,0,0,12,0,0,60,0,0,5,0,0,0,88,0,0,0,0,0,52,0,19,0,4,0,0,49,0,10,0,52,0,0,0,0,13,7,0,0,0,0,36,0,69,0,13,0,0,0,0,0,0,0,0,413,0,0,0,0,34,0,0,6,0,285,0,0,2,0,0,114,21,88,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,231
A,186,0,17,42,0,1,0,1,5,0,7,1,0,6,0,4,9,41,6,0,18,0,4,0,4,0,0,0,28,16,3,0,0,0,2,12,7,0,0,30,5,0,4,21,15,0,0,0,0,3,0,0,44,0,0,1,11,0,0,1,21,0,5,3,0,26,3,15,0,3,7,0,3,5,8,49,0,48,26,4,0,4,1,0,0,4,0,3,0,0,14,10,23,0,5,1,0,0,1,15
A,187,2,7,28,4,4,9,0,2,1,10,5,0,23,2,5,2,16,0,1,7,0,2,1,6,6,2,5,17,0,5,0,6,4,6,11,2,2,3,1,1,0,0,9,10,0,11,6,2,0,7,4,1,1,6,0,9,2,2,5,9,1,0,0,14,2,14,27,0,4,6,0,4,14,0,18,5,63,12,0,4,5,13,6,3,4,6,24,0,6,6,1,13,0,19,4,0,1,1,42
A,188,1,7,55,9,14,10,1,3,0,13,17,3,38,2,12,3,8,1,0,0,2,10,1,8,2,1,21,16,0,1,3,14,2,4,12,1,0,15,2,0,0,0,16,9,0,15,2,3,6,14,0,6,17,8,0,26,2,5,3,30,1,2,0,6,20,15,62,6,0,11,3,2,8,7,33,16,35,11,2,11,3,5,7,4,3,8,36,0,39,2,4,21,4,43,3,2,1,7,166
A,189,17,39,180,64,18,53,36,30,1,35,50,29,242,38,0,7,31,14,19,9,25,5,21,66,9,17,16,37,25,22,16,36,14,24,69,36,8,43,54,2,80,6,78,88,6,60,33,7,21,34,28,32,30,29,12,87,15,9,35,122,19,39,5,61,60,60,248,21,2,29,10,14,80,15,175,34,212,69,1,18,75,64,9,16,5,20,41,4,24,40,28,59,19,153,9,21,11,77,1883
A,190,9,17,297,21,43,70,12,4,3,46,11,0,362,0,52,8,27,0,27,72,29,8,9,25,0,9,15,17,14,4,0,14,25,13,69,43,0,40,14,3,26,13,61,54,43,22,20,5,0,4,40,0,39,54,0,72,27,14,1,250,34,11,6,23,3,20,367,1,0,54,0,14,81,19,54,28,118,78,12,2,23,47,37,29,4,45,105,30,70,15,10,12,0,235,0,11,64,48,157
A,191,0,3,178,35,5,38,3,10,0,13,16,0,142,78,13,9,7,9,0,16,21,1,0,43,2,60,5,37,0,0,3,24,4,5,15,0,4,46,26,9,18,14,44,29,0,46,18,0,10,25,24,32,6,24,8,14,18,0,4,12,9,20,3,12,0,66,35,0,1,16,0,11,21,38,14,32,80,92,10,0,32,53,11,14,0,4,32,3,40,12,21,33,0,133,0,9,5,34,1322
A,192,10,7,75,2,5,7,0,21,0,6,18,3,68,17,12,13,11,6,2,5,12,2,3,6,1,9,23,18,0,8,2,11,13,6,19,2,0,19,20,1,28,0,14,36,2,57,1,0,0,11,18,19,1,19,0,29,0,1,15,44,2,9,9,15,11,46,98,1,5,18,2,2,15,11,59,5,142,52,8,10,35,114,3,13,3,17,23,0,14,5,1,60,0,66,2,3,0,39,834
A,193,0,5,22,3,0,6,0,0,0,3,1,2,20,2,4,0,1,0,0,1,3,0,6,2,0,1,6,0,3,4,0,6,0,4,1,0,0,2,5,0,0,0,2,8,0,9,1,1,2,4,0,0,0,2,0,4,2,1,0,3,0,3,2,2,2,11,22,1,0,3,0,0,3,0,4,0,9,10,0,1,6,3,1,5,0,1,4,0,2,5,0,3,0,13,0,0,0,0,88
A,194,6,17,144,23,10,34,17,43,5,8,38,13,94,33,7,17,131,3,53,16,10,7,9,47,1,4,18,26,2,8,4,7,3,21,50,9,15,9,12,15,3,1,45,24,5,40,9,2,26,4,14,194,174,10,6,107,23,4,14,21,7,20,10,17,449,60,86,7,4,16,3,8,54,4,537,30,88,22,0,15,56,63,28,9,7,12,10,6,15,23,47,44,0,80,6,0,0,47,448
A,195,0,5,2,3,0,2,0,0,0,4,3,0,57,4,8,0,6,1,0,1,2,0,0,0,0,6,7,20,0,3,1,2,14,0,6,1,3,6,4,0,0,0,3,16,0,11,0,16,0,3,2,1,2,2,0,2,0,0,8,0,0,0,0,3,2,6,3,0,0,7,0,3,1,0,15,1,2,2,0,7,10,5,0,2,1,3,3,0,3,3,2,6,1,1,0,0,0,0,66
A,196,3,11,12,0,0,9,0,3,1,3,2,0,8,0,8,7,20,0,0,0,0,0,0,0,0,12,1,1,1,1,0,0,3,0,0,8,0,6,0,0,3,0,0,11,0,3,0,3,1,0,0,8,2,0,1,0,6,0,4,0,0,2,0,4,6,3,53,0,0,3,0,1,4,0,152,0,12,4,0,0,0,3,1,3,0,0,6,0,2,0,1,4,0,5,0,0,0,0,37
A,197,0,10,0,4,1,9,3,15,2,0,14,0,34,0,11,24,33,3,0,10,5,8,4,15,0,24,14,7,0,10,2,7,5,0,14,10,3,11,3,0,1,0,3,29,0,21,3,6,7,1,6,19,4,9,0,7,0,0,5,22,0,0,8,10,25,0,65,0,0,0,0,6,4,11,90,1,18,15,3,5,0,0,8,7,3,6,6,0,11,0,0,10,1,8,0,1,0,0,35
A,198,29,68,99,326,12,190,21,136,7,26,423,5,101,16,7,63,2406,46,121,274,7,21,3,197,2,24,95,66,181,13,13,18,66,10,93,34,3,20,35,13,290,17,150,42,1,130,34,196,59,40,141,448,260,27,12,130,95,9,63,6,27,17,11,19,2558,101,133,4,17,138,6,27,218,73,33445,52,124,38,9,160,19,150,118,17,54,188,98,0,6,50,458,179,2,55,23,10,4,98,895
