GROUP,ID,VAT1,TXNDC5,TUBB4B,TOM1,TOLLIP,TMEM30A,TMC6,TCIRG1,SYNGR1,SVIP,STXBP2,STK11IP,SLPI,SLC27A2,SERPINB6,S100P,S100A9,RAB4B,RAB24,QSOX1,PYGB,PYCARD,PTPRN2,PTPN6,PTGES2,PSMC3,PSMB1,PSMA2,PRKCD,PPIE,PKP1,PGRMC1,PGM1,PFKL,PDXK,PDAP1,ORMDL3,NME2,NIT2,NDUFC2,NBEAL2,NAPRT,MVP,MLEC,MIF,METTL7A,MAN2B1,LTF,LRG1,LAMTOR1,LAMP1,JUNB,JUN,IMPDH2,IMPDH1,HSPA1B,HSPA1A,HMOX2,GUSB,GSTP1,GSDMD,GALNS,GAA,FUCA1,FOS,ENPP4,EEF2,DPP7,DNASE1L1,DNAJC5,DGAT1,DDOST,DBNL,CYBA,CXCL8,CTSH,CTSD,CST3,COMMD3,CKAP4,CEP290,CD59,CD14,CAT,CANT1,ATP8B4,ATP6V0C,APRT,APEH,AP2A2,ANPEP,AMPD3,ALDOC,ALDH3B1,AGPAT2,AGA,ACTR1B,ACAA1,ABCA13
A,390,1,0,150,3,9,11,40,1,11,6,0,2,158,22,0,1,6,22,0,6,15,0,3,9,9,12,33,1,0,9,6,16,16,4,28,16,0,42,21,0,17,0,7,0,0,6,3,0,3,17,6,12,0,6,7,59,0,19,0,54,7,7,11,5,0,49,257,3,3,12,0,17,20,1,0,5,46,28,2,1,0,8,0,16,5,0,53,6,33,2,20,9,0,146,0,0,0,5,156
A,391,0,1,4,8,0,10,0,2,0,2,1,0,5,1,4,6,3,0,0,3,1,0,0,0,0,3,0,8,2,0,0,2,2,0,8,2,0,1,5,0,2,0,9,8,0,11,0,0,1,0,0,6,1,0,0,15,0,1,2,11,0,0,0,1,12,8,6,0,1,4,0,0,2,0,4,2,13,2,0,2,0,0,2,0,5,3,3,0,3,3,6,2,0,5,0,1,0,0,67
A,392,6,0,8,35,0,9,8,12,0,0,14,0,6,10,0,0,69,0,14,8,12,0,3,14,0,3,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,4,0,0,3,1,5,7,0,1,39,43,0,0,6,0,0,3,0,0,2,0,0,159,3,10,0,0,15,2,3,20,0,2676,0,16,5,0,12,1,34,1,1,0,21,2,0,0,4,15,8,0,6,0,11,0,8,36
A,393,0,0,2,0,0,2,0,0,0,1,0,0,1,3,2,0,1,0,0,1,2,0,0,3,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,2,0,2,1,4,4,2,4,0,0,0,1,36
A,394,3,6,69,16,5,12,7,40,6,6,12,6,110,25,8,1,16,6,2,17,2,1,3,7,3,9,7,13,2,5,3,12,3,4,32,1,1,7,11,3,0,4,17,14,2,27,9,10,5,9,15,37,5,8,5,38,34,3,7,72,2,15,17,9,33,17,66,5,2,16,1,4,14,10,25,9,104,34,5,13,9,34,3,4,13,6,16,3,9,13,66,11,0,65,8,2,0,25,308
A,395,1,0,25,1,0,5,1,0,0,9,27,2,7,7,0,1,0,1,0,4,0,5,0,0,0,3,4,6,2,5,0,2,8,1,5,0,5,0,5,2,0,0,3,9,0,60,4,2,1,2,8,0,0,2,0,0,5,2,5,0,0,1,3,4,0,16,12,0,2,5,1,2,5,0,1,1,1,1,0,1,18,0,0,1,4,1,0,0,0,0,9,3,0,2,0,0,0,3,34
A,396,1,7,17,0,1,37,0,0,0,5,0,0,43,12,15,1,15,0,1,0,2,0,0,10,0,2,9,16,0,0,0,4,3,0,10,9,0,14,0,8,0,0,7,8,7,4,5,3,1,8,9,16,0,4,0,0,20,0,13,0,0,0,0,7,9,21,73,0,0,0,0,7,3,0,14,11,4,10,0,6,8,0,0,1,0,4,7,1,7,0,0,19,1,24,5,0,0,5,43
A,397,45,46,1111,57,27,489,32,147,0,67,183,58,1158,850,138,24,0,38,18,95,19,58,75,77,8,79,158,96,15,150,10,81,40,38,264,32,2,43,360,54,0,1,162,400,0,523,63,39,20,44,93,30,60,59,26,299,103,36,121,85,39,232,60,159,189,526,480,15,41,44,12,21,122,23,47,83,197,199,39,41,778,896,0,110,51,319,114,0,112,99,236,309,13,890,8,55,6,552,8793
A,398,5,3,51,7,0,7,0,16,0,2,5,3,57,25,11,10,14,0,2,2,3,0,0,1,11,2,17,6,0,3,0,12,1,7,28,5,1,6,10,9,3,0,15,23,10,24,0,1,3,2,0,1,9,10,5,45,8,0,9,35,1,6,3,13,43,2,82,0,7,0,2,7,0,4,116,16,17,11,1,1,10,22,1,11,0,1,11,0,2,9,20,7,0,47,0,6,0,16,311
A,399,3,14,17,9,3,4,0,5,0,13,1,0,43,3,1,5,0,2,3,4,3,1,0,0,1,1,6,4,3,2,3,2,1,0,6,1,1,6,0,0,5,0,8,3,2,14,3,0,1,7,4,7,6,4,0,16,0,0,0,15,4,0,3,1,2,2,65,1,8,5,0,2,7,3,3,2,26,13,0,6,1,0,0,3,9,1,11,2,8,0,14,8,0,14,1,0,1,2,63
A,400,15,61,227,23,41,48,25,10,6,411,21,0,311,99,65,0,0,25,0,0,0,0,42,5,0,13,16,128,0,3,1,149,41,20,101,0,0,44,24,0,26,77,1,181,0,183,12,40,1,2,22,37,66,29,10,156,136,1,73,223,0,17,0,18,31,35,408,0,0,24,1,0,46,12,18,15,127,33,0,109,193,9,0,6,0,35,91,9,89,43,31,0,0,373,28,14,5,5,445
A,401,4,5,60,8,12,45,3,0,0,33,40,3,244,13,39,7,0,0,12,3,9,4,4,5,3,9,3,49,9,0,7,5,10,10,18,33,8,8,24,1,19,0,2,53,4,171,2,9,2,0,2,0,2,12,4,8,31,7,0,36,1,3,2,10,20,52,223,0,12,0,0,0,3,0,2,8,21,11,0,0,35,12,0,5,3,50,13,0,9,31,8,14,3,50,0,0,0,9,125
A,402,1,0,4,2,0,1,0,4,0,0,4,0,4,0,0,0,6,0,0,0,1,3,0,4,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,6,0,3,3,0,4,0,1,0,1,1,14,1,3,0,0,0,1,0,4,0,0,0,1,5,0,5,0,0,3,0,0,0,1,22,0,3,4,2,0,0,9,0,1,0,0,5,0,0,5,3,2,0,2,0,0,0,0,9
A,403,35,16,103,46,21,29,37,83,14,25,38,8,90,13,13,30,151,4,22,33,13,10,2,44,7,4,26,5,11,6,0,23,32,35,60,21,1,21,4,17,132,51,106,39,3,80,44,9,20,25,26,176,40,34,15,63,60,2,16,132,19,32,29,10,204,76,189,29,35,72,2,6,51,22,1165,37,276,98,11,26,74,48,7,17,17,0,86,10,17,27,94,91,5,190,1,7,0,44,1174
A,404,1,24,137,26,5,63,7,10,4,26,31,4,795,114,11,5,3,9,5,25,3,17,15,11,6,17,34,33,0,24,7,42,22,8,53,4,2,34,53,10,12,1,25,56,1,138,5,7,11,9,42,27,118,38,0,30,25,7,8,57,3,23,3,30,262,108,117,1,4,15,0,16,16,5,23,25,41,23,9,12,44,209,1,17,3,36,59,5,14,6,31,60,12,123,3,9,12,35,1065
A,405,0,0,0,24,7,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,59,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,112,116,0,0,0,0,0,0,0,0,34,22,18,0,0,0,94,0,0,0,0,73,0,0,0,0,2,0,0,0,0,0,0,1102
A,406,37,0,33,31,20,0,3,0,0,16,0,0,90,0,8,31,27,0,0,38,15,0,3,6,8,0,0,14,14,15,18,4,92,37,16,8,8,18,0,11,16,6,7,0,3,19,34,0,0,18,4,57,0,0,0,0,14,0,4,15,1,0,0,48,18,55,122,0,0,0,4,7,21,0,23,0,66,29,0,0,0,11,0,6,6,3,45,1,42,117,28,1,0,102,0,0,0,0,137
A,407,0,21,133,16,5,7,0,0,10,17,6,16,91,0,19,0,3,0,0,8,7,0,2,25,1,0,0,15,16,14,0,15,0,10,33,12,2,0,9,0,35,7,3,19,0,36,0,0,1,0,1,0,36,6,12,0,28,0,11,10,0,24,0,0,0,35,92,22,0,0,0,0,9,0,1,0,14,18,0,3,9,28,0,11,0,0,6,0,0,13,10,10,0,84,10,0,0,0,167
A,408,2,10,134,8,4,33,9,24,0,12,15,14,81,67,16,19,12,3,2,11,6,11,17,11,2,10,31,13,9,12,1,30,0,10,13,2,4,9,36,0,68,7,15,38,1,73,25,7,1,8,2,4,14,12,4,0,27,3,9,24,0,11,3,27,9,86,126,2,12,9,5,9,44,2,21,14,107,41,10,3,43,37,8,8,2,31,24,1,8,10,7,35,2,89,2,4,0,37,1750
A,409,0,0,101,0,0,0,85,8,0,0,0,0,59,147,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,208,0,1,0,1,82,0,58,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,58,0,0,0,0,9,0,0,0,0,36,0,111,0,0,71,8,2926
A,410,37,53,621,88,60,200,21,54,9,60,36,29,787,265,37,9,74,4,17,151,32,12,54,39,18,48,79,65,28,26,15,95,45,42,78,21,15,44,116,9,87,6,86,170,12,287,62,41,10,92,83,41,41,62,8,74,96,40,25,299,4,63,45,98,89,264,622,16,38,65,16,26,105,41,88,117,448,96,20,57,164,307,11,60,25,43,131,4,56,39,174,159,5,385,19,43,5,120,6479
A,411,7,36,54,22,8,17,9,30,0,32,10,0,74,10,24,51,469,3,8,44,48,4,20,23,6,14,10,37,17,0,2,7,5,0,92,4,4,18,5,12,0,9,47,39,36,19,18,13,9,28,25,185,0,26,0,60,5,3,17,117,0,0,65,7,83,58,321,2,0,24,1,24,51,40,1148,21,272,79,0,37,9,0,18,10,10,16,67,13,15,0,37,45,0,77,2,1,6,3,116
A,412,0,0,71,0,0,0,10,4,0,0,0,0,24,0,40,0,0,0,0,0,0,0,4,0,9,0,4,17,5,0,0,13,0,0,0,19,0,1,21,0,0,0,32,8,0,0,0,5,0,13,0,0,0,21,3,0,26,0,1,24,0,7,0,15,0,16,28,17,0,1,0,0,22,4,3,0,13,20,0,0,0,33,0,0,3,8,0,0,0,0,15,27,0,14,0,0,0,0,388
A,413,10,22,339,33,11,56,18,31,0,26,57,25,242,146,29,3,9,17,3,52,33,11,28,13,5,15,64,26,0,17,0,21,41,21,43,8,11,26,81,8,85,12,24,89,2,204,21,0,14,23,29,8,6,38,0,17,32,8,17,75,5,58,18,40,28,183,180,25,20,48,2,8,53,24,54,68,265,72,26,9,68,251,2,32,4,40,89,0,18,32,38,86,0,288,3,9,10,101,2905
A,414,5,1,39,3,2,1,0,3,1,0,4,5,35,0,4,15,78,1,2,3,4,0,1,6,2,5,8,2,3,1,0,6,2,6,6,4,0,1,1,1,0,2,12,4,6,1,1,1,1,6,3,12,16,7,1,32,37,0,1,8,0,2,4,1,16,1,41,2,2,11,0,5,4,3,116,4,42,6,2,0,2,3,6,1,2,3,7,2,13,6,2,2,0,20,0,0,3,6,19
A,415,27,22,376,43,35,31,25,60,13,7,35,16,178,22,32,83,132,4,1,54,65,15,12,63,18,46,34,45,31,10,47,22,6,50,61,43,13,39,16,2,99,24,120,23,22,17,52,1,4,31,49,63,37,11,3,276,37,37,20,133,5,26,20,4,24,38,442,14,14,107,2,15,77,15,5,48,354,51,2,26,27,81,3,12,9,7,73,15,20,40,28,55,4,128,9,4,42,12,334
A,416,1,8,17,9,2,5,3,4,1,5,1,2,30,2,3,14,164,0,5,10,3,0,8,1,4,5,5,5,0,1,2,0,1,1,2,2,0,5,4,1,6,6,13,2,3,4,4,2,2,2,6,17,8,0,0,21,0,2,1,12,4,6,2,1,15,1,40,4,1,21,0,3,8,7,100,3,27,8,0,0,4,15,0,1,4,0,6,1,2,3,0,1,0,12,0,0,0,5,84
A,417,2,1,4,0,4,11,0,0,0,9,3,0,3,0,0,3,19,0,5,0,3,0,0,0,0,1,0,0,1,2,0,0,0,0,9,2,0,2,0,2,11,0,10,6,0,1,5,0,0,1,3,10,2,1,0,39,6,1,2,2,0,0,1,0,2,0,38,0,0,3,0,4,12,3,18,0,30,7,0,1,2,0,3,3,0,0,7,1,0,0,7,4,0,3,0,0,0,2,12
A,418,1,2,101,6,6,2,1,6,2,7,1,0,39,2,5,30,8,0,3,4,2,2,8,2,2,12,14,17,0,2,0,0,4,4,14,6,4,8,0,4,3,6,7,5,22,7,2,0,2,6,2,2,7,4,2,31,0,0,2,37,0,2,5,0,6,4,98,0,2,3,0,2,5,7,16,1,20,4,2,0,2,12,0,3,8,4,5,6,0,0,3,3,0,21,1,1,2,0,32
A,419,3,1,29,15,3,0,0,0,0,6,17,0,35,0,12,90,801,0,3,11,10,2,0,29,1,6,11,0,3,0,0,0,0,1,7,3,0,14,8,0,14,13,9,0,9,0,13,7,0,3,7,45,13,10,2,20,52,7,0,28,0,0,0,0,140,0,103,6,0,27,0,0,8,15,920,23,48,19,2,8,0,13,15,3,0,0,3,0,0,0,15,9,0,8,0,0,3,3,15
A,420,1,8,31,17,5,2,6,8,0,4,2,0,22,3,8,44,374,5,13,2,3,9,0,29,2,2,13,16,1,2,0,0,0,4,13,7,4,7,3,4,5,1,40,4,8,0,6,2,11,8,13,35,10,6,7,31,33,2,3,18,5,4,2,4,345,0,145,1,0,5,0,3,20,10,2299,6,37,8,9,8,8,18,11,1,4,17,11,1,3,3,3,2,2,11,1,0,3,4,15
A,421,0,1,67,0,1,2,2,14,2,0,1,0,178,12,11,21,16,1,0,3,1,1,4,12,0,5,9,2,0,2,0,3,4,2,14,3,0,7,4,2,1,6,8,6,22,5,0,0,3,0,8,1,20,0,0,32,16,3,9,54,5,4,6,0,7,2,70,1,0,1,0,0,29,4,4,11,39,2,6,1,9,19,0,4,0,2,27,2,10,6,10,4,0,6,0,2,0,1,81
A,422,5,44,142,33,4,186,21,20,0,67,59,18,250,186,51,27,47,4,21,57,4,14,15,50,14,4,73,93,24,91,10,73,33,37,45,1,0,22,158,17,13,15,45,118,0,186,40,37,44,7,57,45,57,58,0,66,21,12,20,13,11,20,38,86,201,266,179,5,16,33,1,20,60,7,269,65,83,24,19,26,172,375,5,39,6,33,48,0,11,10,26,124,9,116,5,9,8,146,4933
A,423,0,28,224,35,18,143,6,103,0,58,75,75,438,118,68,61,42,6,0,29,3,4,11,28,20,13,25,129,20,38,0,2,26,23,156,42,0,23,104,5,93,4,164,23,0,70,19,0,30,3,57,18,9,34,0,82,0,0,20,137,9,29,0,42,62,97,249,0,0,20,0,62,45,17,48,83,187,69,9,31,73,502,0,13,0,19,19,0,43,41,190,0,0,194,27,0,0,50,2307
A,424,32,29,622,92,48,157,152,243,0,46,124,45,392,84,0,42,69,18,56,128,3,13,82,232,6,13,144,90,117,104,17,35,63,61,278,14,17,42,150,1,690,14,159,164,1,265,120,1,54,47,50,289,486,114,2,161,278,28,105,320,48,105,36,149,873,262,493,29,17,91,9,38,157,135,346,86,438,129,2,112,97,190,16,32,61,120,108,0,70,41,139,254,33,454,16,1,95,185,5385
A,425,14,58,293,57,10,114,56,71,2,44,169,0,427,185,14,46,73,9,2,18,2,0,11,2,16,61,125,83,0,19,0,55,19,49,34,3,8,0,46,17,16,19,62,142,9,142,3,0,12,32,48,28,18,14,0,51,0,7,30,94,17,13,0,66,47,256,156,17,12,56,9,41,98,26,249,34,141,57,65,26,104,533,4,9,41,50,26,0,16,25,131,127,0,63,6,19,0,164,4020
A,426,0,0,353,71,0,95,67,116,0,0,37,7,113,85,0,0,206,0,76,12,97,7,9,43,0,0,42,0,0,48,0,0,0,168,42,2,0,0,0,0,23,0,150,0,0,61,1,50,0,0,3,264,133,0,0,78,12,0,18,90,99,33,0,0,359,86,8,3,58,6,0,4,133,3,952,172,61,18,10,20,35,42,44,3,0,0,64,0,0,0,0,73,0,452,0,0,14,29,1053
A,427,8,0,58,39,0,52,5,4,0,4,14,0,65,20,0,10,0,0,0,15,0,0,0,82,5,7,0,25,0,12,0,14,0,0,10,0,3,0,4,0,3,0,46,0,0,99,1,0,9,8,0,14,17,6,0,91,18,59,10,0,0,0,19,0,122,0,226,0,0,4,0,0,11,0,460,57,35,14,10,0,0,0,0,9,0,3,27,0,31,0,4,29,0,23,0,1,0,6,271
A,428,0,0,56,0,0,38,0,6,0,3,0,0,148,0,0,14,0,0,0,3,0,0,0,0,0,18,18,0,15,0,8,36,0,0,28,6,0,0,0,5,0,0,0,5,12,29,1,0,0,7,6,0,25,14,0,6,0,0,19,31,0,0,0,0,14,14,18,0,0,0,0,20,2,0,23,11,42,24,15,0,20,0,0,0,9,0,0,0,36,0,0,7,0,16,0,0,0,0,91
A,429,8,42,378,36,48,54,56,131,4,18,74,19,488,97,12,22,39,21,8,63,52,4,13,73,20,20,54,38,8,29,0,27,20,63,143,6,3,34,35,26,205,6,156,104,6,90,22,4,18,39,38,107,185,38,1,491,219,11,39,96,12,33,45,50,495,139,245,27,15,48,16,19,76,22,257,60,565,72,10,64,45,213,5,11,16,14,67,4,65,17,173,77,12,345,19,9,4,72,1517
A,430,11,36,486,689,41,58,201,747,0,65,525,32,100,10,10,10,3784,10,684,252,32,63,24,1076,3,5,15,73,83,56,2,20,56,43,348,17,32,63,59,4,845,17,427,77,0,77,74,35,630,52,120,2785,316,91,51,241,227,41,73,11,51,106,51,103,6923,87,120,38,39,192,27,10,362,155,9594,19,303,273,4,88,19,296,258,30,144,426,163,0,8,21,530,320,10,150,21,19,22,173,2046
