ARG1;CD177;CEACAM8;DEFA4;ELANE;LCN2;MCEMP1;MMP8;OLFM4;Group
7,076815597;8,17990909;4,604071324;5,321928095;2,584962501;8,339850003;9,627533884;4,169925001;3,584962501;1
9,768184325;10,67154107;8,257623558;8,022367813;4,087462841;9,087462841;12,2511865;9,744833837;8,108524457;1
4,906890596;4,700439718;6,251719093;6,614709844;4,392317423;8,994353437;9,583082768;4,169925001;6,108524457;1
13,16128937;13,63537804;12,4652858;13,17148958;11,24138736;14,67942512;12,76051205;12,18518517;12,61539974;1
11,6956633;13,83683936;10,84931908;11,03204573;8,184875343;13,38140776;13,24540415;11,46403515;11,80332392;1
13,93728186;18,0733257;9,487076288;8,554588852;6,209453366;14,36118989;15,02851045;16,345076;14,45153311;1
11,91737208;16,56507232;9,458898707;9,558420713;6,129283017;11,27204652;13,88331152;12,12734954;10,666224;1
14,13097269;12,53600432;13,18881135;13,75520055;8,434628228;14,05477388;12,82296909;15,90656182;9,703903573;2
13,53867395;13,76518248;9,979453777;10,30263892;5,781359714;10,15987134;13,76373108;12,50804233;9,079484784;2
13,44449729;13,48003281;14,10720236;14,12799432;11,60408986;15,47005508;12,89254282;14,84387199;15,12116924;2
13,58320032;12,98299357;12,3144388;10,43567026;6,044394119;12,64250303;13,43097517;15,25488099;12,99841414;2
13,94068065;14,38039342;8,892633883;7,21916852;4;10,05663772;12,8637991;11,42153891;8,888743249;2
13,74861218;14,36427147;9,899749645;9,696967526;3,584962501;10,30492167;13,15450169;12,10623576;8,816983623;2
13,72206038;10,14082977;10,48072962;10,70563239;6,882643049;11,197831;11,09275714;11,65508345;11,64385619;2
14,14664822;12,93663794;8,743790954;7,499845887;3,700439718;9,826548487;13,92444139;10,60362634;9,605479518;2
12,7534257;13,5028318;12,54820781;12,27873983;7,658211483;13,42508474;13,27990072;14,34858985;13,074476;2
12,37802385;11,35480034;11,05894553;11,51766939;6,491853096;11,88607758;13,56057167;13,06002035;13,50270751;2
13,58531468;13,472437;9,602810194;10,04028972;5,727920455;10,57553925;12,49835061;10,65731845;11,74693414;2
12,215533;12,89803448;13,54591288;13,50940389;9,791162889;15,02993422;12,2708793;15,45622606;15,59843058;2
11,63344937;10,4325419;7,750271516;7,936637939;3,584962501;8,707359132;11,81378119;8,499845887;8,174925683;2
10,68211676;12,99911918;12,08882136;10,97656412;7,622051819;12,99788513;13,17850925;14,32656993;12,76942464;2
14,0877943;13,64193884;8,302547539;8,791162889;5,247927513;9,681238412;12,89784546;9,746514321;9,992938336;2
14,28077077;11,34706766;8,477434484;9,152284842;5,129283017;10,24792751;13,21689739;9,571752644;8,290018847;2
14,22686372;12,02928723;9,260237414;8,569855608;4,807354922;10,24198315;12,54375685;11,52894242;10,01122726;2
13,13330279;12,99028128;11,07568638;11,01820018;6,700439718;12,66799854;13,31174832;13,78790256;12,26824957;2
12,8181827;11,18920683;11,00266033;11,7809498;8,761551232;12,58894882;11,65597786;12,25591375;11,86805085;2
12,99293834;13,34609815;6,403097262;7,539158811;4,321928095;8,758223215;13,30677374;9,299208018;7,832890014;2
13,48997336;14,15260174;11,39320273;12,60084211;9,095397023;13,33119688;13,2904509;12,28655776;13,54121764;2
14,07598046;14,51982051;9,882474929;9,485829309;6;10,41785251;13,07162995;12,5719896;9,920352855;2
14,55764319;15,24373185;9,022783915;8,658211483;5,832890014;11,06810648;14,14617088;10,61194694;6,475733431;2
9,54689446;13,74819285;10,86567915;11,41256985;7,721099189;12,48205163;13,58461024;12,47167521;9,082149041;2
12,66111003;14,41989436;11,86091625;11,60501645;7,303780748;14,72616493;14,2070906;13,94553528;11,36303963;2
11,69174352;12,13602985;9,234458209;8,252665432;3,906890596;9,873444113;12,50531536;11,40247917;9,758223215;2
6,491853096;14,36221782;6,817495353;5,357552005;1;8,375039431;12,67970001;8,787902559;8,77478706;2
10,76570049;10,00140819;6,504143652;6,95419631;3;7,906890596;12,69501074;7,129283017;7,321928095;2
11,36959735;11,5863707;9,02306125;7,400879436;2,584962501;9,915879379;12,83368075;11,16239133;7,199672345;2
11,70735913;14,30063855;12,91484291;13,38100211;10,27612441;15,09650928;13,32333629;12,86882255;14,1491914;2
9,022367813;9,695228291;10,50759645;12,08480839;9,756556323;13,80846148;11,95891516;10,20579325;10,38801729;2
13,28337779;13,56176526;11,34882772;12,46938744;9,840777924;15,25114951;12,76258967;12,80856203;12,43175875;2
14,41170958;13,94068065;11,76565491;10,71080643;6,599912842;13,32979634;12,56462586;12,83071326;13,30748545;2
12,59455788;11,1842555;11,73164996;12,30292446;9,328674927;13,10246786;13,49360531;12,95564991;11,86727874;2
11,56795608;10,57648435;8,706046995;7,813781191;2,584962501;10,04848687;13,05579081;11,21249639;10,41045135;2
11,5372184;13,88579169;9,798569004;9,865733271;5,781359714;10,80251637;12,40912571;11,22339841;10,80896417;2
11,46913302;13,81638371;8,732642309;8,348728154;5,584962501;11,357552;12,59595674;10,23840474;8,339850003;2
12,53746109;14,25340433;12,51624173;14,54230642;12,0617087;15,47895917;13,78176951;12,80150629;14,21644274;2
14,64340528;14,52882035;13,68476834;11,66666784;7,87036472;15,11178774;13,41402451;15,26466251;15,52585722;2
12,17804233;14,53746109;12,35169844;12,36686859;9,319672121;13,85262704;12,86244364;14,69832485;14,05061393;2
15,31167737;16,48370558;9,346225609;7,539158811;3,321928095;14,58912443;15,65779294;17,0917866;15,4132643;2
13,08746284;12,85681455;10,39733237;9,531381461;5,491853096;12,18611424;13,08480839;12,69326914;10,95492329;2
10,68825031;14,41673157;10,29723728;10,99010396;8,303780748;12,62707784;14,49316745;12,47750532;11,52209107;2
10,81618368;11,74609438;4,160274831;5,614709844;4,64385619;7,339850003;12,32755264;4,087462841;4,321928095;2
9,419960178;7,839203788;9,637095776;10,09934781;5,832890014;9,991521846;10,79360331;10,05392588;9,539158811;2
11,63026713;10,85330956;12,37539517;12,95365083;9,754887502;13,16128937;13,19844504;13,27248399;13,6079082;2
12,8583696;12,20670915;6,026800059;5,392317423;5,807354922;9,513727596;13,56236169;8,74819285;7,139551352;2
13,19290922;15,1126024;8,145116978;9,471675214;6,918863237;10,11113567;14,27815903;9,688250309;9,087462841;2
12,93147623;13,82714419;6,869254527;7,330916878;4,523561956;10,38694025;14,11545012;7,033423002;5,95419631;2
10,07547915;7,754887502;11,65081391;11,71381608;7,948367232;13,48268193;11,25797706;11,5863707;12,50332886;2
6,491853096;10,69696753;5,491532462;5,209453366;4,523561956;9,54689446;10,46964182;5,727920455;6,569855608;3
12,71123677;12,6794801;7,54874486;6,108524457;4,523561956;9,13442632;13,30691611;9,292321633;7,531381461;3
10,57742883;14,61332905;6,029232003;7,22881869;5,357552005;10,47775827;14,30933424;8,184875343;3,321928095;3
8,839203788;9,896332404;7,634230226;6,539158811;3,700439718;9,370687407;9,859534786;8,939579214;6,882643049;3
10,72109919;10,69087101;8,35411712;7,375039431;3,906890596;10,56414949;12,00737773;9,71596199;8,154818109;3
8,741466986;6,50779464;7,436378414;8,169925001;4,807354922;10,34651373;11,41890673;7,139551352;7,826548487;3
9,355351096;8,118941073;5,577730931;7,266786541;6,209453366;8,95419631;11,97906787;5,087462841;4,247927513;3
9,364134655;13,73956967;5,61176256;4,807354922;3;8,622051819;11,99647349;6,14974712;5,523561956;3
9,147204925;5,169925001;6,967975516;7,098032083;3,321928095;8,784634846;10,43983088;6,754887502;6,409390936;3
5,754887502;8,539158811;5,388189537;5,554588852;4,754887502;9,118941073;10,69609817;3,584962501;5,930737338;3
14,05959796;13,05799172;9,818965567;10,21067134;7,330916878;10,93295289;13,63333584;10,37503943;11,26091953;3
13,4020794;12,11666886;9,303666606;9,971543554;6,95419631;11,67021364;14,06423753;10,04028972;5,209453366;3
4,087462841;9,702172685;2,327687364;-3,321928095;5,727920455;8,873444113;12,92555444;4;0;3
11,3553511;10,02236781;4,984133595;4;2,584962501;7,247927513;11,82376528;4,523561956;5,614709844;3
13,34443462;11,02236781;8,850530668;9,224001674;8,103287808;11,28077077;13,57872648;10,31628153;10,52454172;3
12,08314687;13,62273822;9,35761798;8,661778098;5,781359714;12,00386923;14,09093942;12,96307669;12,79014483;3
12,69588075;14,93235318;5,441284272;4,584962501;0;9,187352073;15,68466645;12,28453495;6,569855608;3
12,33091688;14,97651937;8,671647208;9,266786541;6,62935662;10,92925841;15,1713332;10,19967234;9,902375114;3
13,99214173;14,83402656;6,730504103;6,189824559;3;8,77148947;14,5133575;9,859534786;7,055282436;3
8,74819285;8,348728154;6,60599798;6,942514505;4,087462841;8,721099189;9,876516947;6,129283017;6,303780748;3
12,41151099;13,99726771;11,76244018;11,48934624;9,485829309;14,22565934;12,68167766;12,76279726;14,22037833;3
12,23810614;8,994353437;5,619119511;4,906890596;2;7,22881869;12,59572369;7,011227255;1,584962501;3
12,47902235;13,69588075;9,001661523;9,022367813;5,491853096;11,33035672;14,72573903;10,38801729;9,548821908;3
14,02184752;15,68387187;7,554051578;8,060695932;7,276124405;11,43567026;15,46278981;10,37395266;10,67771964;3
14,29059489;14,77319073;8,755354966;8,894817763;4,906890596;10,53235593;14,88978913;10,95782756;9,20701432;3
13,74924094;17,45806211;8,088894218;10,78135971;9,843921051;13,37626108;15,58387608;14,01880871;10,16490693;3
