Gene Symbol	ABCA1	CCL2	CCL20	CCL22	CCL4	CCL7	CCRL2	CD274	CD44	CD83	CEACAM1	CEACAM6	CEACAM8	CHI3L1	CLEC5A	CXCL1	CXCL16	CXCL2	CXCL3	CXCL8	DOCK4	EDN1	EGR1	EGR3	EREG	F3	FFAR2	FURIN	GYPA	GYPB	HBEGF	ICAM1	IFNG	IL10	IL1A	IL1B	IL1R1	IL1RAP	IL1RN	IL6	MMP1	MPP1	NFKB1	NLRP3	NR4A3	OSM	RAB13	RIPK2	SDC2	SEMA6B	SLC7A5	SPHK1	SUCNR1	THBS1	TNF	TREM1	TRIB1	ABCA13	ACOD1	ADGRG3	ANXA3	AREG	ARG1	AZU1	BPI	C3AR1	CAMP	CD177	CD55	CD63	CDK1	CDKN1A	CRISP3	CTSG	CYSTM1	DEFA4	ELANE	FCAR	FOSL1	GPR84	HBD	HBM	HBQ1	INAVA	LCN2	LGALS3	LRG1	LTF	MCEMP1	MGAM	MMP8	MMP9	MPO	OLFM4	OLR1	PDE4B	PGLYRP1	PLAU	PLAUR	PPIF	PTGS2	PTX3	RETN	RNASE3	S100P	SERPINB10	SLC2A3	SLC7A11	SLPI	SNCA	SOD2	TCN1	TNFAIP3	TNFAIP6	ZC3H12A
COVID19	10,04439	0	2,584963	1,584962	6,686501	0	6,442944	10,25739	13,81358	4,321928	9,878051	8,392318	9,022367	9,250299	7,159871	8,918863	11,4476	2,807355	4	9,287712	7,988685	3,807355	11,58637	5,129283	3,70044	2,807355	13,39433	13,23137	6,686501	6,409391	4,807355	10,87344	2	5,954196	0	10,66267	11,89595	11,20335	12,53867	0	4	12,83822	11,35039	11,11959	1	10,83447	8,679481	8,149747	2	5,90689	8,209454	7,247928	5,209454	11,74062	7,303781	13,87316	11,40461	6,37504	0	14,2977	13,6364	6,857981	14,55764	6,022368	8,247928	10,28656	9,885696	15,24373	13,86235	13,96948	6,857981	9,189824	9,022367	6,714245	12,1693	8,658212	5,83289	12,42495	3,459432	8,179909	11,11048	6,189825	6,228819	3,70044	11,06811	10,36304	13,91756	12,13346	14,14617	15,42078	10,61195	14,58883	8,413628	6,475733	5,643856	10,13827	11,29978	5,754888	11,42469	10,16867	8,8009	6,97728	8,810572	7,5157	14,61039	4,90689	15,24629	6,37504	11,24555	9,933691	16,14925	9,124122	11,03892	10,32755	9,403012
COVID19	11,29347	3,807355	1	2,584963	8,022367	0	7,451211	11,59805	14,64987	7,321928	11,5377	11,07748	10,86573	10,73302	9,337622	9,960002	11,0007	3,584963	5,321928	11,95638	9,562243	4,584962	10,17742	5,392317	3,584963	3	14,08157	11,61241	4,754888	4,169925	5,672425	11,79807	5,247928	5,129283	0	12,77602	9,560333	11,14848	13,41125	1	8,566054	12,24347	11,96253	11,26444	2,584963	9,726218	8,761551	9,733015	4,169925	3,807355	7,794416	6,247928	7,330917	9,99859	8,294621	13,9067	11,87728	8,651052	1,584962	13,55183	14,01201	3,321928	9,546894	7,108524	10,98085	13,15102	10,34762	13,74819	14,17719	13,4467	8,357552	10,20457	9,923327	10,61563	12,01507	11,41257	7,721099	12,0858	2,807355	9,296916	9,184875	2,807355	1,584962	4,392317	12,48205	10,70217	12,68738	13,61919	13,58461	14,24985	12,47167	11,23422	11,16867	9,08215	9,266787	11,34263	10,21553	6,539159	11,0546	11,66178	11,46301	7,366322	9,642052	10,26679	13,86892	8,784635	15,4136	6	13,20579	9,840778	16,62922	11,18177	11,1743	12,02445	9,364135
COVID19	9,954196	0	2,584963	2,321928	7,70044	0	6,228819	10,1267	13,32559	6	11,02652	10,38262	11,86109	11,32587	9,744834	11,64024	11,82297	4,169925	4,169925	14,03325	8,361944	3,807355	14,09243	9,550747	4,857981	2,584963	12,47675	12,07682	8,005625	7,303781	6,247928	10,35645	3,321928	5,357552	0	11,24852	10,53041	10,0182	12,66511	0	0	12,81678	10,49985	10,20701	1	11,83644	9,344296	7,954196	2,321928	4,459432	6,599913	6,569856	6,83289	10,11894	6,882643	14,12072	13,01542	8,438792	0	13,90087	13,83091	8,027906	12,66111	7,228819	12,67706	12,93111	13,18193	14,41989	13,91532	13,76394	7,971544	9,537218	11,02722	9,324181	12,43567	11,60502	7,303781	12,71682	4,754888	8,562243	11,80776	6	4,321928	5,044394	14,72616	10,15102	13,47091	15,7259	14,20709	14,19152	13,94554	13,63084	9,988685	11,36304	9,350939	9,707359	12,10525	7,994353	11,48935	10,55842	13,31642	9,905387	11,09869	11,44812	14,21675	9,455327	15,02215	6,491853	12,67287	9,346514	16,11878	11,94654	10,07815	11,55746	8,651052
COVID19	11,57601	0	2	1,584962	8,224002	0	7,238405	9,543032	14,13105	7,076816	9,609179	8,124122	9,23362	8,985842	9,252666	9,95565	11,96687	5,90689	5,392317	12,93976	9,184875	4,643856	12,26737	7,507795	4,807355	2,584963	12,61586	11,29864	4,954196	4,70044	5,523562	10,24079	4	5,882643	1	11,12218	11,15038	9,968667	12,53016	1,584962	3,459432	12,58496	11,39393	10,36523	1	9,087462	9,139551	8,988685	4,321928	4,169925	6,321928	5,754888	7,087463	11,59105	8,867279	13,43137	12,20701	6,942514	2,321928	12,54231	12,17649	3,906891	11,69174	3,169925	9,411511	13,05511	9,477758	12,13603	13,3508	13,07347	6,539159	10,00983	8,189824	6,714245	10,76818	8,252666	3,906891	12,10918	3,459432	7,392317	8,675957	2	2,584963	3,807355	9,873445	10,91214	11,59105	11,53187	12,50532	15,01685	11,40248	11,69957	8,434628	9,758224	7,169925	10,92926	8,266787	7,321928	10,94837	10,36523	12,57317	7,238405	7,83289	8,447083	10,50581	7,61471	14,87589	7,022368	10,95347	9,83289	15,96147	9,162392	10,74399	11,59292	7,971544
COVID19	11,82098	2,584963	1	2,807355	9,917372	0	7,569856	11,16176	13,86718	8,507794	10,90764	6,61471	6,820179	11,18177	7,562243	12,14051	12,3592	4,459432	4	15,19687	9,519636	5,321928	13,91784	12,30862	6,599913	2,321928	13,59117	11,4168	2	2,584963	8,658212	11,57317	4,247928	4,584962	0	12,18457	11,91027	11,06002	12,51668	0	5,70044	12,49335	11,27438	10,1046	3,321928	10,99647	7,569856	9,342074	5,044394	2	6,189825	5,209454	5,857981	10,50482	6,672425	14,92819	13,53199	4,523562	0	13,3062	13,47953	7,851749	6,491853	0	8,159871	11,73302	9,411511	14,36222	13,86409	13,4685	6,392317	9,392318	7,149747	3,459432	11,41838	5,357552	1	13,45314	5,882643	5,554589	8,144658	0	0	0	8,375039	9,876517	12,16585	9,782998	12,6797	14,97145	8,787903	10,79766	5,209454	8,774787	4,643856	12,06811	8,523562	7,228819	11,59666	11,73556	15,80173	6,491853	5,90689	6,629356	10,22279	7,721099	15,73143	6,658212	12,73534	9,820179	17,24896	7,807355	11,36905	11,13378	8,184875
COVID19	9,337622	0	0	3,70044	8,771489	0	6,266787	9,843921	14,08871	7,988685	8,748193	6,894818	6,507795	9,030667	6,247928	11,33929	11,71124	4,087463	2	13,59479	7,499846	3,321928	12,82655	9,97871	4,523562	3	13,61988	11,59433	0	1	7,33985	11,40354	4,169925	3,584963	0	12,31345	9,647458	9,84549	12,44242	1,584962	0	12,36359	10,95201	10,09011	1,584962	10,46148	8,076816	8,912889	3,70044	4,321928	6,247928	7,011227	3	7,78136	8,159871	12,98121	12,31373	1	0	13,45879	12,84686	4,584962	10,7657	2,584963	7,409391	11,08879	8,654636	10,00141	13,1437	13,41217	3,459432	9,741467	6,491853	5,70044	12,07948	6,954196	3	12,06676	5,169925	6,61471	7,417852	3,169925	2,321928	2,807355	7,90689	11,00282	12,86051	9,167418	12,69501	13,44734	7,129283	10,92778	6,658212	7,321928	2,584963	10,85175	9,807355	6,108524	11,09671	11,27729	13,16946	6	7,658212	6,357552	13,049	6,78136	14,57306	4,857981	13,22912	8,184875	16,32036	7,357552	10,81057	9,238404	8,876517
COVID19	12,36741	0	0	2,807355	8,535275	0	7,741467	9,854868	13,73058	6,442944	10,89709	7,851749	9,022367	10,20701	8,707359	11,21493	11,4823	4,321928	3,906891	14,10247	8,900867	3,459432	9,364135	7,930737	6,754888	3,321928	12,83131	11,37721	3,459432	2,584963	7,076816	11,15735	3,584963	6,108524	2,321928	11,07682	11,56701	10,47066	12,54617	2	0	12,71489	11,16239	11,19906	2,321928	9,357552	8,515699	8,738092	3,321928	2,807355	6,507795	4,321928	6,672425	8,861087	6,930737	13,68497	13,22807	6,066089	0	13,30663	12,78341	6,84549	11,3696	0	9,543032	10,49185	9,415742	11,58637	13,44242	13,46148	7,179909	9,290019	8,451211	4,70044	10,91588	7,400879	2,584963	12,46071	3,584963	6,149747	7,546895	1,584962	1	4,169925	9,915879	10,06474	12,13763	11,9263	12,83368	15,04827	11,16239	11,16239	6,807355	7,199672	6,70044	11,22581	8,60733	7,584962	10,91812	11,48029	13,75812	7,658212	6,33985	6,523562	13,78412	5,044394	14,19599	8,033423	12,71553	8,584963	16,63974	8,748193	11,00352	10,60918	7,857981
COVID19	10,37286	2	3	2,584963	7,426265	0	6,392317	8,83289	12,93221	6,475733	10,71682	11,59292	12,91476	12,51175	9,511753	9,859535	10,97011	3	3,459432	11,7686	7,022368	3,321928	8,84235	6,228819	4,754888	0	12,55051	11,90764	7,707359	7,531382	5,930737	11,11244	0	3,584963	0	9,48784	10,09935	9,629356	12,29347	0	3,459432	12,31288	10,30834	10,5859	3,169925	9,403012	10,18982	7,982994	2,807355	4,584962	7,741467	6,768184	7,643856	9,984419	6,90689	13,58953	11,70822	9,074142	1	13,80564	13,02323	6,741467	11,70736	10,50879	12,99683	10,84078	13,27176	14,30064	13,12687	14,24444	7,820179	9,813781	12,0348	12,21856	12,32221	13,381	10,27612	12,03549	5,209454	8,535275	12,98353	5,78136	6,022368	6,066089	15,09651	11,10394	13,3326	16,2102	13,32334	12,83782	12,86882	13,08614	12,70498	14,14919	9,930737	9,784635	12,90708	6,857981	11,13571	10,69349	10,89482	9,027906	12,0396	12,60107	14,82327	10,14338	14,16797	5,727921	13,316	10,26913	15,58997	12,42784	10,2396	11,33539	8,903882
COVID19	8,455327	3	0	2,321928	8,535275	0	6,523562	8,442944	12,79096	6,965784	9,951284	9,515699	10,50779	12,07414	7,238405	9,063396	11,14721	2,321928	4	10,88341	5,584962	3,321928	8,632996	3,906891	2,584963	1	12,55531	11,93148	2,321928	1,584962	5,554589	10,84862	4,087463	4,392317	0	8,97728	6,629356	7,930737	11,81057	2,321928	4,584962	11,99647	9,707359	10,46046	2,807355	8,312883	9,567956	8,321928	5,61471	4,169925	7,348728	8,546894	5,392317	10,6961	8,894817	12,88874	10,40088	6,554589	0	13,04712	10,73386	3,321928	9,022367	9,675957	11,67992	10,69697	13,41416	9,695229	11,97118	14,01855	6,285402	11,03617	10,13314	11,00703	10,87958	12,08481	9,756557	9,06609	3,906891	7,011227	9,709084	4,247928	3,807355	4,321928	13,80846	11,09474	12,08281	15,04491	11,95891	11,24615	10,20579	12,57979	11,08614	10,38802	7,554589	9,658212	11,55027	6,066089	11,02375	11,10198	9,01959	7,118941	11,87882	11,05731	12,92815	7,129283	13,32615	5,129283	13,03377	8,927778	14,94531	9,616549	8,383704	7,357552	8,060696
COVID19	6,285402	0	1	0	7,400879	0	7,209454	6,507795	11,55842	5,459432	10,8009	10,29232	11,34873	11,54545	7,37504	7,584962	9,831307	3,906891	3,459432	12,52454	5,70044	0	8,665336	5,129283	0	1	10,50184	10,20579	11,06878	9,204571	4,807355	8,83605	3,169925	0	0	8,276124	7,768184	7,055283	10,05934	0	0	10,79766	8,124122	6,988685	0	8,228819	8,665336	7,658212	4	4,087463	8,900867	7,087463	5,426265	7,285402	6,794416	11,73132	9,698705	7,813781	0	11,8537	13,27511	4,754888	13,28338	9,157347	12,39767	9,8009	13,45854	13,56177	11,41416	13,22023	8,894817	8,442944	11,79766	12,01262	12,74189	12,46939	9,840778	10,71939	4,247928	8,413628	15,34301	8,475734	5,584962	3,807355	15,25115	11,60779	11,37558	15,39027	12,76259	10,69262	12,80856	13,8721	11,47826	12,43176	10,11244	7,658212	13,20976	6,409391	9,527477	9,328675	8,353147	8,629356	12,65508	11,60594	14,27641	10,24317	12,19322	4	12,5243	11,88226	13,67353	12,39767	7,636625	9,544965	7,285402
COVID19	12,06103	3	0	3,169925	8,927778	0	8,539159	9,596189	13,88941	8,290019	10,91886	11,6524	12,21189	11,90162	10,01262	9,810572	11,94983	5,044394	3,169925	11,93774	9,211888	6,022368	12,30606	7,022368	4,857981	2,584963	13,56117	11,97835	4,169925	2,584963	5,70044	11,24436	6,475733	5,97728	0	11,77396	10,13443	10,76238	12,4197	0	6,882643	12,45635	11,48734	10,49586	3,459432	8,829722	9,548821	9,640244	7,539159	3,584963	7,748193	7,467606	7,459432	10,80735	8,962896	13,08697	11,17493	9,016809	2,584963	13,07581	12,43306	4	11,48079	8,495855	12,60363	12,74903	12,67287	10,81057	13,03755	13,94141	7,857981	11,41943	11,47167	10,84392	10,79279	13,03549	9,310613	11,73217	4,954196	8,303781	7,577429	2	0	5,247928	13,74241	11,85798	12,08547	15,11081	11,53867	13,83822	12,12412	12,18859	12,28685	13,25665	9,505812	11,17368	11,12024	7,629356	11,93	12,0718	11,68738	8,149747	11,09935	11	11,22098	9,01959	14,10255	6,459432	12,18735	9,636624	16,19247	10,71253	10,94544	10,7879	9,02514
COVID19	10,25857	3	0	1	7,84549	0	7,918863	10,50383	12,37395	5,044394	10,59712	7,219169	5,930737	9,571753	8,577429	6,965784	9,709084	2	0	7,643856	8,361944	2,584963	5,491853	2	4	3	13,89841	10,05934	1	2,321928	3,169925	10,50978	3,584963	5,643856	0	11,13314	8,954196	8,636624	12,81358	0	2,584963	10,96073	10,19599	9,627534	2,321928	7,794416	7,129283	8,622052	0	2,584963	4,807355	5,459432	3,807355	9,038919	6,965784	12,81057	10,4543	3,70044	1,584962	12,94727	12,11277	3,70044	10,12799	1	7,238405	11,9993	8,876517	11,8607	12,86283	12,94123	3,584963	9,383704	6,426265	4,392317	10,14466	5,491853	2,807355	10,85019	3	8,204571	6,357552	2	0	0	8,199673	9,672425	11,92221	9,629356	12,61862	12,81338	7,894818	10,76404	6,882643	5,247928	2,321928	9,911392	7,451211	5,754888	10,69957	10,60455	9,255029	6,321928	7,83289	7,960002	11,52552	3	13,78013	5,129283	10,70217	7,918863	15,27223	7,400879	10,77066	11,55507	8,577429
COVID19	11,93995	4,643856	2	3,70044	8,912889	0	8,527477	11,04371	13,74662	7,592457	11,62068	10,16113	10,85175	11,90011	9,879583	9,824959	10,23242	3,906891	5,491853	13,2596	10,03617	4	9,076816	5,554589	3,169925	3,584963	13,99055	10,224	3,321928	3	5,882643	10,99859	6,882643	5,209454	0	11,92147	9,355351	10,9737	12,76922	3	3,169925	11,60409	11,20945	9,891784	2	7,539159	7,643856	9,184875	5,554589	2	6,37504	5,044394	6,70044	9,290019	7,622052	13,20717	11,60038	8,909893	1,584962	12,26591	13,26488	1,584962	10,17617	3,807355	10,59339	10,00703	10,79928	12,44527	12,28338	12,35397	7,761551	9,164907	10,68124	6,807355	10,96867	10,18611	4,247928	12,316	3,70044	6,643856	8,348728	3,584963	0	3,584963	12,05765	10,00562	11,46097	13,75416	11,41416	12,68759	13,16553	10,29002	8,900867	12,0728	8,957102	11,00773	8,751544	6,491853	10,69957	11,27903	12,12638	8,087462	8,558421	7,219169	11,66933	9,139551	14,45828	6,426265	10,26796	9,014021	16,19785	10,79766	11,25739	11,96145	7,84549
COVID19	11,89178	3,584963	1,584962	2,584963	8,471675	0	6,357552	9,799282	13,75071	6,169925	11,87229	10,89482	11,7657	10,15355	7,546895	7,70044	12,29806	1,584962	4,247928	10,30492	9,899357	5,209454	9,945444	7,523562	3	3,169925	13,74788	11,6407	5,321928	3,459432	3,169925	11,18177	2,584963	5,523562	1,584962	11,26503	10,12024	11,4671	12,55555	1,584962	5,087463	12,57459	11,16113	10,81218	2,584963	9,719389	8	9,62022	6,807355	2,584963	7,022368	6,149747	6,554589	9,707359	7,087463	13,65832	12,31458	9,573647	0	13,62079	13,76186	5,087463	14,41171	5,247928	11,49436	12,18457	10,47776	13,94068	14,34527	13,57542	7,209454	9,442944	9,645658	7,787902	12,59945	10,71081	6,599913	12,63231	1	9,038919	8,629356	3,321928	2	3,70044	13,3298	10,47675	12,58871	14,6162	12,56463	14,34554	12,83071	13,91242	9,430452	13,30749	9,011228	11,11374	10,92852	5,97728	11,25739	10,6339	11,28944	8,918863	9,79279	9,491853	11,66222	8,939579	15,06302	6,066089	10,38694	8,689998	16,25342	11,69131	12,02133	12,93055	9,002815
COVID19	11,93332	6,672425	1	3,70044	7,924812	3,70044	8,550747	10,50084	13,73841	10,07682	12,3208	8,804131	9,379378	11,55363	10,42522	9,047124	10,98371	4,459432	3,906891	12,81278	9,942514	4,954196	11,15292	9,469642	8,247928	5	14,32404	11,65374	1,584962	0	10,02791	12,11927	3,584963	6,285402	0	10,71081	9,543032	10,09144	13,32811	5,285402	4,459432	11,84353	11,16428	11,13057	5,285402	9,550747	8,011228	10,41045	3,70044	4,584962	8,285402	6,087463	6,321928	10,32868	7,622052	13,86815	13,32545	7,813781	1,584962	13,54834	13,33874	7,159871	8,948367	3,459432	9,216746	9,103288	10,72024	12,87248	11,95819	13,26679	7,108524	10,53819	9,475734	6,129283	12,22098	7,84549	3,906891	13,03273	8,033423	7,851749	7,622052	4,321928	1,584962	3,906891	11,09606	10,01542	12,72259	13,13234	12,91942	13,86728	11,93258	11,49785	7,807355	10,69784	7,159871	12,20121	9,236014	5,78136	11,9901	11,40833	12,83111	7,076816	8,897845	6,930737	9,571753	7,857981	14,68272	6,303781	11,38802	9,366323	16,10855	9,774787	13,34956	12,01262	9,749869
COVID19	10,90087	3,70044	1	3,321928	9,876517	0	7,882643	8,204571	13,54738	8,388018	9,702172	8,535275	9,28077	10,31628	8,409391	8,383704	10,24436	2	5,523562	13,12089	8,507794	3,321928	7,714245	6,321928	3,807355	2,807355	12,17243	11,78586	0	2,807355	5,169925	9,67772	5,087463	4,247928	0	10,01123	8,689998	9,491853	11,94251	1,584962	1	11,67816	11,36851	10,33651	4	7,592457	7,569856	9,060696	7,665336	0	8,299208	7,851749	6,285402	10,10852	8,388018	12,57932	11,09935	7,426265	0	11,38208	10,08348	5,491853	8,303781	6,266787	10,15861	11,30606	11,11829	7,774787	12,03411	12,52209	7,807355	10,29002	8,48784	7,643856	9,581201	8,991522	5,78136	10,88646	3,70044	5,857981	7,741467	4,584962	2,321928	5	10,56224	11,14019	11,04712	12,66289	9,771489	12,64115	10,04712	10,73217	9,264442	9,33985	7,129283	11,2503	8,748193	4,954196	11,14721	11,21371	11,99294	6,83289	7,499846	7,467606	10,72707	6,584962	13,44708	5,97728	11,80574	9,786269	14,96235	8,97728	11,31515	9,204571	8,939579
COVID19	9,057992	2,807355	2	3,70044	8,40088	0	6,954196	6,768184	12,27932	7,37504	9,290019	7,754888	9,271463	11,64701	6,90689	9,095397	10,12412	2,584963	3,70044	10,73894	5,129283	2,584963	9,629356	5,209454	2	1,584962	13,06525	11,02445	3,169925	5,584962	5,643856	10,7789	4,169925	4,857981	0	9,299208	6,169925	6,569856	11,85643	0	2	10,99435	9,392318	10,18239	0	7,741467	8,243174	8,08215	6,643856	4,523562	7,238405	7,954196	4,523562	8,098032	8,303781	12,94471	10,48079	5,209454	0	12,92147	9,821774	5,954196	8,247928	9,353147	10,70736	11,08348	13,29835	9,741467	11,16239	13,63515	6,321928	10,09803	9,451211	8,861087	9,882643	10,67154	9,071463	9,041659	5,209454	6,672425	11,90877	7,882643	5,882643	3,321928	13,24064	11,03205	12,29347	14,00009	11,14466	10,67066	8,169925	13,34068	9,087462	8,599913	5,954196	9,33985	12,24763	5,672425	11,10132	11,39981	9,939579	5,61471	9,926296	10,3072	11,11309	5,727921	12,44294	5,247928	12,66977	9,092757	14,48771	8,867279	8,721099	8,179909	7,965784
COVID19	11,49735	5,426265	2	2,807355	9,184875	0	6,97728	9,995768	13,70033	9,250299	10,32643	6,857981	5,78136	11,59152	8,060696	10,92184	10,78627	4	3,169925	15,30085	10,27146	5,087463	13,10934	9,776433	7,330917	2,321928	14,13875	11,28425	1,584962	1	7,643856	11,21977	4,321928	5,78136	1	13,10165	9,731319	11,24496	12,97746	2	2	11,61976	11,74567	10,41257	3,169925	10,4818	6,83289	9,417852	6,820179	2,807355	6,672425	5,882643	3,70044	9,092757	9,118941	14,1827	12,26004	4,584962	0	12,35508	11,54545	4,392317	5,129283	0	7,087463	11,12606	8,921841	6,882643	12,8895	12,30578	4	9,871905	6,930737	3,459432	10,65464	5,584962	2,321928	11,84196	3,807355	6,066089	6,539159	4	2,321928	1,584962	7,357552	10,41363	11,13507	9,149747	9,834471	13,89074	7,276124	10,3253	6,169925	6	4,169925	11,9263	8,266787	6,129283	11,45224	11,88455	15,34523	6,066089	6,266787	4,857981	12,64678	4	14,66767	5,954196	10,64386	9,194757	16,52541	7,400879	11,33706	11,26151	9,748193
COVID19	9,172427	5,169925	1,584962	3,169925	10,44708	0	7,321928	7,960002	13,82794	9,598052	9,712527	10,00562	10,48583	11,77726	8,033423	8,724514	10,85487	1,584962	1,584962	12,23002	7,807355	4,954196	12,25798	10,59805	4,857981	3,459432	12,73746	11,26971	2,807355	3,584963	8,438792	11,08082	6,554589	3,807355	0	11,48331	7,78136	9,204571	11,23542	1,584962	4,90689	11,30435	10,98513	9,939579	2,584963	8,668885	8,550747	9,867279	7,813781	2,321928	7,73471	7,108524	5,97728	9,629356	9,060696	13,05901	11,37829	7,199672	0	11,90952	10,84078	6,169925	9,749869	7,988685	10,70563	11,18611	12,11959	9,189824	11,89709	12,82635	7,870365	11,01332	10,38586	10,25739	10,19722	11,03411	7,813781	10,91961	6,459432	5,90689	9,754888	4,247928	3,807355	4,247928	12,29088	11,19229	10,58778	14,2237	9,581201	11,98691	11,12928	11,08414	10,63753	8,344296	8,214319	11,16992	9,640244	4,807355	11,27088	11,45738	12,86128	7,554589	8,383704	9,084808	11,71725	7,636625	13,31019	5,169925	10,40833	10,40408	15,37623	9,818583	11,04234	8,61471	8,303781
COVID19	12,08746	4,087463	2,321928	0	9,911392	2,321928	8,426265	10,30035	13,73946	7,948367	10,97799	7,539159	7,285402	11,43463	10,51076	8,764872	10,80332	3,906891	4,169925	11,2929	9,333156	4,643856	9,744834	4,523562	5,70044	1,584962	13,53916	11,2234	2	1,584962	5,857981	10,61195	6,768184	6,108524	0	11,28193	8,546894	9,873445	11,98904	3,70044	4,459432	11,80413	11,33818	9,674192	4,392317	7,392317	7,936638	9,467606	4,70044	2	8,027906	6,90689	7,67948	9,622052	8,438792	11,8986	11,28829	5,672425	1,584962	12,25739	11,79888	4,954196	8,511753	1	7,84549	11,5779	9,379378	10,74903	13,10198	13,04832	8,912889	10,76736	6,741467	6	9,995768	7,257388	2,584963	11,82297	4,584962	6,942514	7,294621	3,906891	1,584962	4,643856	8,804131	10,78872	11,00983	10,69784	11,15608	13,49511	9,505812	11,02098	7,139551	8,40088	5,392317	11,35755	8,113742	6,108524	11,54448	11,18239	11,07481	7,247928	7,276124	8,149747	8,326429	7,442944	13,96587	6,37504	11,16616	9,84235	15,93951	8,643856	11,1325	11,2246	8,665336
COVID19	10,82814	1,584962	4,584962	2,321928	8,491853	0	8,640244	11,2402	12,72451	7,022368	11,73047	11,11504	11,73174	9,189824	9,283089	8,933691	9,372865	3,321928	3,459432	9,541097	7,459432	4,754888	10,37721	5,97728	4,169925	3,321928	13,89216	11,88264	5,392317	5,78136	5,321928	10,66534	5,044394	6,209454	1,584962	10,85876	10,24198	8,675957	12,70908	2,584963	3,807355	11,79076	10,78953	9,202124	1	9,204571	9,465567	9,515699	2,584963	4,247928	6,807355	6,820179	6,918863	11,08414	7,774787	12,28222	11,40833	9,152285	3	13,31373	12,86535	6,70044	12,59456	8,870365	11,68519	13,78596	11,42364	11,18426	12,80332	13,27554	7,870365	10,68212	10,52258	10,96145	11,27612	12,30292	9,328675	12,34068	4,523562	8,867279	10,66356	6,727921	5,129283	3,906891	13,10247	10,39874	12,52356	14,81643	13,49361	13,54267	12,95565	13,10705	11,64476	11,86728	7,787902	10,50581	11,06474	6,044394	11,44242	10,75238	11,05528	9,027906	10,62753	9,539159	12,55387	8,60733	13,93489	4	12,03823	10,94398	15,62916	11,39928	12,28164	12,47725	9,665336
COVID19	11,96867	4,459432	0	3	7,774787	2,321928	8,353147	10,34651	13,67893	7,864186	11,59991	8,675957	8,707359	10,85798	9,623881	8,515699	9,876517	4,169925	4,087463	9,527477	9,744834	3,584963	5,61471	3,459432	5,285402	1,584962	14,48715	11,1693	4,247928	4,247928	4,459432	10,93148	5,129283	7,108524	0	11,55651	10,00703	10,06609	13,03446	1,584962	4,584962	12,1023	11,61149	10,04303	3,459432	8,224002	8,357552	9,398744	2,584963	3,584963	6,820179	6,357552	7,459432	10,30378	7,761551	13,31557	11,11959	6,33985	2,807355	13,43502	13,30848	3,70044	11,56796	2,584963	9,303781	12,75301	10,29462	10,57648	13,48734	12,91177	7,727921	10,76901	8,129283	6,61471	11,40088	7,813781	2,584963	12,55483	3,584963	8,672425	9,873445	3,459432	1	3	10,04849	10,42941	12,06609	11,56605	13,05579	14,31911	11,2125	12,11797	8,366323	10,41045	5,70044	11,16992	8,839204	6,83289	11,58073	11,32024	10,09408	7,392317	8,566054	9,294621	12,00352	6,686501	14,75916	6,754888	10,66178	10,40408	15,84972	9,292321	11,29519	12,45994	8,823367
COVID19	10,82018	1	1	2,584963	6,33985	0	6,90689	10,07815	13,37463	5,523562	10,11764	9,434628	9,799282	9,618385	8	8,312883	11,93074	1,584962	2	9,052568	9,686501	5,087463	6,794416	2,584963	4,247928	3	12,62731	12,4671	5,285402	5,087463	3,807355	11,44553	0	5,78136	0	11,44242	10,97441	11,00633	12,14338	0	2,321928	12,57175	11,68869	10,64115	0	7,971544	8,294621	7,839204	4,954196	4,523562	6,918863	6,189825	6,426265	9,990104	6,70044	13,96335	10,74903	7,888743	1	13,44527	12,78361	4,643856	11,53722	5,754888	10,49985	9,900867	11,00141	13,88579	13,44889	12,4906	5,754888	8,991522	8,689998	7,813781	11,57128	9,865733	5,78136	12,44605	3,169925	7,011227	10,97585	6,321928	5,78136	2,807355	10,80252	10,02237	12,77273	12,66822	12,40913	14,87109	11,2234	12,15861	9,049849	10,80896	7,33985	10,89178	10,05121	8,276124	11,63118	11,63662	10,10066	6,189825	7,948367	8,768185	10,83368	7,098032	14,49848	7,491853	12,79766	9,674192	16,67445	9,364135	12,03239	10,72877	9,162392
COVID19	12,24852	4,459432	1	3	9,417852	1	8,139551	10,67331	13,7227	7,098032	10,56129	8,584963	8	10,48281	9,41996	8,550747	11,09869	3,807355	2,321928	10,66178	9,791162	4,954196	7,266787	2,807355	5,426265	2,321928	14,21841	11,91139	0	0	4,857981	11,56463	6,022368	6,686501	1,584962	12,11862	10,37829	10,2384	13,29218	2,321928	0	12,32362	11,60641	11,16742	2,584963	8,422065	8,379378	9,355351	3,906891	4,954196	7,238405	7,5157	6,209454	9,914385	7,924812	13,44941	11,27671	6,33985	3,169925	13,68672	12,91495	3,321928	10,94178	2,807355	8,392318	11,00562	9,951284	11,93	13,20945	13,24466	6,599913	10,61563	8,724514	6,965784	11,22581	7,84549	3,807355	12,39124	4,321928	8,124122	5,247928	1	0	2,807355	9,906891	10,69262	12,60548	11,54545	12,58965	14,2727	10,27961	12,14657	7,83289	5,285402	5,523562	11,26737	9,228819	7,37504	11,81298	12,09671	10,46659	7,209454	8,507794	8,717676	13,05104	7,554589	14,93138	6,807355	12,24971	9,005625	16,3391	9,118941	11,76363	12,2061	9,659996
